id,input_data,action,model_type,model,framework/library,github__stars1000,citations,open_source/proprietary,license,inference__times,model_sizemb,model_size_normalizedmb,memory_requirementtraining,memory_requirement_normalized__,hardware_aceelerators,minimum_cpu/gpu/tpu_normalized,detailed__documentation?,documentation_link,institution,institution_numeric,repository_link,paper_link
78,Video/Images,detect and localize objects of interest within the input.,Object detection,Darknet,Tensorflow,19.2,24875.0,Open source,YOLO license,,14.4,,4-8 GB,,GPU,1.0,Yes,Home · AlexeyAB/darknet Wiki (github.com),Alexey,1.0,https://github.com/AlexeyAB/darknet.git,https://www.cv-foundation.org/openaccess/content_cvpr_2016/html/Redmon_You_Only_Look_CVPR_2016_paper.html
79,Video/Images,detect and localize objects of interest within the input.,Object detection,Faster-rcnn,PyTorch,20.0,43763.0,Open source,Apache-2.0 license,,38.675,,8-16 GB,,GPU,1.0,Yes,Faster R-CNN — Torchvision main documentation (pytorch.org),n.a,0.0,https://github.com/open-mmlab/mmdetection.git,https://proceedings.neurips.cc/paper/2015/hash/14bfa6bb14875e45bba028a21ed38046-Abstract.html
80,Video/Images,detect and localize objects of interest within the input.,Object detection,Mask-RCNN,Tensorflow,21.8,19289.0,Open source,MIT license,,122.597,,8-16 GB,,GPU,1.0,Yes,matterport/Mask_RCNN: Mask R-CNN for object detection and instance segmentation on Keras and TensorFlow (github.com),MatterPort,1.0,https://github.com/matterport/Mask_RCNN,https://arxiv.org/abs/1703.06870
81,Video/Images,detect and localize objects of interest within the input.,Object detection,Detectron 2,PyTorch,21.2,13858.0,Open source,Apache-2.0 license,,6.102,,8-16 GB,,GPU,1.0,Yes,https://detectron2.readthedocs.io/,Facebook,1.0,"facebookresearch/detectron2: Detectron2 is a platform for object detection, segmentation and other visual recognition tasks. (github.com)",https://arxiv.org/abs/1708.02002
82,Video/Images,detect and localize objects of interest within the input.,Object detection,pytorch-image-models,PyTorch,19.5,87.0,N.a,Apache-2.0 license,,20.495,,4-8 GB,,GPU,1.0,Yes,https://github.com/rwightman/pytorch-image-models.git,rwightman,0.0,https://github.com/rwightman/pytorch-image-models.git,https://arxiv.org/abs/2106.10270
83,Video/Images,detect and localize objects of interest within the input.,Object detection,PaddleOCR,Paddle,23.2,1014.0,Open source,Apache-2.0 license,,328.174,,8-16 GB,,GPU,1.0,Yes,https://github.com/PaddlePaddle/PaddleOCR.git,Paddle,1.0,https://github.com/PaddlePaddle/PaddleOCR.git,http://openaccess.thecvf.com/content_CVPRW_2020/html/w40/Cubuk_Randaugment_Practical_Automated_Data_Augmentation_With_a_Reduced_Search_Space_CVPRW_2020_paper.html
84,Video/Images,estimate the pose or body positioning of people or objects within the input.,Pose estimation,Mask R-CNN,Tensorflow,73.8,19075.0,Open source,Apache-2.0 license,,594.282,,8-16 GB,,GPU,1.0,Yes,matterport/Mask_RCNN: Mask R-CNN for object detection and instance segmentation on Keras and TensorFlow (github.com),n.a,0.0,https://github.com/tensorflow/models.git,http://openaccess.thecvf.com/content_iccv_2017/html/He_Mask_R-CNN_ICCV_2017_paper.html
85,Video/Images,estimate the pose or body positioning of people or objects within the input.,Pose estimation,alpha_post_resnet101,MXNet,5.8,2050.0,Open source,N.a,,70.0,,8-16 GB,,GPU,1.0,Yes,2. Predict with pre-trained AlphaPose Estimation models — gluoncv 0.11.0 documentation,n.a,0.0,https://github.com/dmlc/gluon-cv/?tab=readme-ov-file,
86,Video/Images,estimate the pose or body positioning of people or objects within the input.,Pose estimation,Openpose,PyTorch,24.4,7455.0,Proprietary,OpenPose license,,86.46,,8-16 GB,,GPU,1.0,Yes,OpenPose: Class List (cmu-perceptual-computing-lab.github.io),n.a,0.0,"CMU-Perceptual-Computing-Lab/openpose: OpenPose: Real-time multi-person keypoint detection library for body, face, hands, and foot estimation (github.com)",https://arxiv.org/abs/1812.08008
87,Video/Images,estimate the pose or body positioning of people or objects within the input.,Pose estimation,Detectron 2,PyTorch,21.2,13858.0,Open Source,Apache-2.0 license,,6.102,,8-16 GB,,GPU,1.0,Yes,https://detectron2.readthedocs.io/,Facebook,1.0,"facebookresearch/detectron2: Detectron2 is a platform for object detection, segmentation and other visual recognition tasks. (github.com)",https://arxiv.org/abs/1708.02002
88,Video/Images,estimate the pose or body positioning of people or objects within the input.,Pose estimation,mmpose,PyTorch,2.0,4072.0,Open source,Apache-2.0 license,,25.396,,8-16 GB,,GPU,1.0,Yes,open-mmlab/mmpose: OpenMMLab Pose Estimation Toolbox and Benchmark. (github.com),Open-mmlab,1.0,open-mmlab/mmpose: OpenMMLab Pose Estimation Toolbox and Benchmark. (github.com),https://arxiv.org/abs/1603.06937
89,Video/Images,estimate the pose or body positioning of people or objects within the input.,Pose estimation,DeepLabCut,Tensorflow,3.1,59.0,N.a,LGPL-3.0 license,,161.367,,4-8 GB,,GPU,1.0,No,N.a,DeepLabCut,1.0,https://github.com/DeepLabCut/DeepLabCut.git,
90,Video/Images,estimate the pose or body positioning of people or objects within the input.,Pose estimation,AdelaiDet,PyTorch,2.9,2168.0,Propriatary,BSD-2.0 license,,0.648,,8-16 GB,,GPU,1.0,No,N.a,n.a,0.0,https://github.com/aim-uofa/AdelaiDet.git,http://openaccess.thecvf.com/content_ICCV_2019/html/Tian_FCOS_Fully_Convolutional_One-Stage_Object_Detection_ICCV_2019_paper.html
91,Video/Images,assign a label or category to the input image based on its content.,Image classfication,MobileNetV2,MXNet,2.6,9633.0,Open source,MIT license,,21.367,,4-8 GB,,GPU,1.0,Yes,mxnet.gluon.model_zoo.vision.mobilenet — Apache MXNet documentation,n.a,0.0,https://github.com/osmr/imgclsmob.git,http://openaccess.thecvf.com/content_cvpr_2018/html/Sandler_MobileNetV2_Inverted_Residuals_CVPR_2018_paper.html
92,Video/Images,assign a label or category to the input image based on its content.,Image classfication,EfficientNet,Tensorflow,4.8,6792.0,Open source,Apache-2.0 license,,46.76,,8-16 GB,,GPU/TPU,1.0,Yes,tf.keras.applications.efficientnet.EfficientNetB1  |  TensorFlow Core v2.9.1,n.a,0.0,https://github.com/tensorflow/tpu.git,http://proceedings.mlr.press/v97/tan19a.html
93,Video/Images,assign a label or category to the input image based on its content.,Image classfication,resnest269,Gluon,5.8,1725.0,Open source,Apache-2.0 license,,32.0,,8-16 GB,,GPU,1.0,Yes,Gluon Documentation (gluonhq.com),n.a,0.0,https://github.com/dmlc/gluon-cv/,
94,Video/Images,assign a label or category to the input image based on its content.,Image classfication,ClassyVision,PyTorch,1.5,359.0,Open source,MIT license,,4.543,,8-16 GB,,GPU,1.0,Yes,Classy Vision · An end-to-end framework for image and video classification,n.a,0.0,https://github.com/facebookresearch/ClassyVision.git,https://arxiv.org/abs/1708.03888
95,Video/Images,assign a label or category to the input image based on its content.,Image classfication,SqueezeNet,Caffe2,0.4,5746.0,Open source,BSD-2-Clause license,,0.577,,4-8 GB,,GPU,1.0,No,N.a,n.a,0.0,https://github.com/songhan/SqueezeNet-Deep-Compression.git,https://arxiv.org/abs/1602.07360
96,Video/Images,assign a label or category to the input image based on its content.,Image classfication,Super-gradients,PyTorch,0.4,1068.0,Open source,Apache-2.0 license,,43.795,,8-16 GB,,GPU,1.0,Yes,https://github.com/Deci-AI/super-gradients.git,Deci AI,0.0,https://github.com/Deci-AI/super-gradients.git,http://openaccess.thecvf.com/content_CVPRW_2020/html/w28/Wang_CSPNet_A_New_Backbone_That_Can_Enhance_Learning_Capability_of_CVPRW_2020_paper.html
97,Video/Images,assign a label or category to the input image based on its content.,Image classfication,vissl,PyTorch,2.7,89.0,Open source,MIT license,,19.81,,16-32 GB,,GPU,2.0,Yes,https://github.com/facebookresearch/vissl.git,Facebook,1.0,https://github.com/facebookresearch/vissl.git,https://proceedings.neurips.cc/paper/2021/hash/a655fbe4b8d7439994aa37ddad80de56-Abstract.html
98,Video/Images,identify and classify the actions performed by people or objects in the input video.,Action recognition,Non-local neural networks,Caffe2,1.9,5424.0,Open source,Creative Commons Public license,,4.527,,8-16 GB,,GPU,1.0,Yes,facebookresearch/video-nonlocal-net: Non-local Neural Networks for Video Classification (github.com),n.a,0.0,https://github.com/facebookresearch/video-nonlocal-net.git,http://openaccess.thecvf.com/content_cvpr_2018/html/Wang_Non-Local_Neural_Networks_CVPR_2018_paper.html
99,Video/Images,identify and classify the actions performed by people or objects in the input video.,Action recognition,Grad-Cam++,Tensorflow,0.3,944.0,Open source,N.a,,7.061,,4-8 GB,,GPU,1.0,Yes,Grad-CAM class activation visualization (keras.io),n.a,0.0,https://github.com/adityac94/Grad_CAM_plus_plus.git,https://ieeexplore.ieee.org/abstract/document/8354201/?casa_token=B7kjKcrnGooAAAAA:fuFMNlRZRZlvL8zABgjnQYMeIcQXYkdWWvFo0Mvav_LfYIk8SH9N8y5S3uSAzIfkF7DwtfxlZ4o
100,Video/Images,identify and classify the actions performed by people or objects in the input video.,Action recognition,slowfast,Gluon,0.0,0.0,Open source,N.a,,,,16-32 GB,,GPU,2.0,Yes,Gluon Documentation (gluonhq.com),n.a,0.0,,
101,Video/Images,identify and classify the actions performed by people or objects in the input video.,Action recognition,3D-ResNets-PyTorch,PyTorch,3.3,53.0,Open source,MIT license,,0.336,,16-32 GB,,GPU,2.0,Yes,3D ResNet | PyTorch,n.a,0.0,https://github.com/kenshohara/3D-ResNets-PyTorch.git,https://arxiv.org/abs/2004.04968
102,Video/Images,identify and classify the actions performed by people or objects in the input video.,Action recognition,PaddleDetection(non-local-neural-networks),Paddle,0.0,10632.0,Open source,,,0.0,,8-16 GB,,GPU,1.0,No,https://arxiv.org/abs/1711.07971,n.a,0.0,,https://arxiv.org/abs/1711.07971
103,Video/Images,identify and classify the actions performed by people or objects in the input video.,Action recognition,Towhee,PyTorch,0.8,69.0,Open source,Apache-2.0,,34.159,,16-32 GB,,GPU,1.0,yes,https://github.com/towhee-io/towhee.git,Towhee-io,0.0,https://github.com/towhee-io/towhee.git,https://openaccess.thecvf.com/content/CVPR2022/html/Liu_Swin_Transformer_V2_Scaling_Up_Capacity_and_Resolution_CVPR_2022_paper.html
104,Video/Images,identify and classify the actions performed by people or objects in the input video.,Action recognition,scenic,JAX,1.1,12.0,Open source,Apache-2.0,,25.641,,16-32 GB,,GPU/TPU,1.0,Yes,https://github.com/google-research/scenic.git,Google,1.0,https://github.com/google-research/scenic.git,https://openaccess.thecvf.com/content/CVPR2022/html/Yan_Multiview_Transformers_for_Video_Recognition_CVPR_2022_paper.html
105,Video/Images," assign a semantic label to each pixel in the input image, effectively segmenting the image into meaningful regions or objects.",Semantic Segmentation,Fully convolutional Networks for Semantic Segmentation,Caffe2,3.2,27308.0,Open source,,,0.254,,8-16 GB,,GPU,1.0,Yes,caffe-cvpr15-pixels.pdf (berkeleyvision.org),n.a,0.0,https://github.com/shelhamer/fcn.berkeleyvision.org.git,http://openaccess.thecvf.com/content_cvpr_2015/html/Long_Fully_Convolutional_Networks_2015_CVPR_paper.html
106,Video/Images," assign a semantic label to each pixel in the input image, effectively segmenting the image into meaningful regions or objects.",Semantic Segmentation,SegNet,MXNet,2.6,11328.0,Open source,MIT license,,21.367,,8-16 GB,,GPU,1.0,Yes,Semantic Segmentation — gluoncv 0.11.0 documentation,n.a,0.0,https://github.com/osmr/imgclsmob.git,https://ieeexplore.ieee.org/abstract/document/7803544/
107,Video/Images," assign a semantic label to each pixel in the input image, effectively segmenting the image into meaningful regions or objects.",Semantic Segmentation,Mask R-CNN,Tensorflow,73.8,19654.0,Open source,Apache-2.0 license,,594.282,,8-16 GB,,GPU,1.0,Yes,matterport/Mask_RCNN: Mask R-CNN for object detection and instance segmentation on Keras and TensorFlow (github.com),n.a,0.0,https://github.com/tensorflow/models.git,http://openaccess.thecvf.com/content/ICCV2021/html/Birodkar_The_Surprising_Impact_of_Mask-Head_Architecture_on_Novel_Class_Segmentation_ICCV_2021_paper.html
108,Video/Images," assign a semantic label to each pixel in the input image, effectively segmenting the image into meaningful regions or objects.",Semantic Segmentation,deeplab_resnet_152_coco,Gluon,0.0,0.0,Open source,N.a,,,,16-32 GB,,GPU,1.0,Yes,Gluon Documentation (gluonhq.com),n.a,0.0,,https://arxiv.org/abs/1612.03716
109,Video/Images," assign a semantic label to each pixel in the input image, effectively segmenting the image into meaningful regions or objects.",Semantic Segmentation,Pytorch-semantic-segmentation,PyTorch,4.3,757.0,Open source,BSD-3-Clause license,,5.159,,8-16 GB,,GPU,1.0,Yes,CSAILVision/semantic-segmentation-pytorch: Pytorch implementation for Semantic Segmentation/Scene Parsing on MIT ADE20K dataset (github.com),n.a,0.0,https://github.com/CSAILVision/semantic-segmentation-pytorch.git,https://link.springer.com/article/10.1007/s11263-018-1140-0
110,Video/Images," assign a semantic label to each pixel in the input image, effectively segmenting the image into meaningful regions or objects.",Semantic Segmentation,imgclsmob,mxnet,2.6,44951.0,Open source,MIT,,21.367,,4-8 GB,,GPU,1.0,No,N.a,n.a,0.0,https://github.com/osmr/imgclsmob.git,https://link.springer.com/chapter/10.1007/978-3-319-24574-4_28
111,Video/Images," assign a semantic label to each pixel in the input image, effectively segmenting the image into meaningful regions or objects.",Semantic Segmentation,segmentation-models,Tensorflow,4.0,0.0,Open source,MIT,,1.873,,4-8 GB,,GPU,1.0,Yes,https://github.com/qubvel/segmentation_models.git,n.a,0.0,https://github.com/qubvel/segmentation_models.git,https://arxiv.org/abs/2201.02107
116,Tabular data," recommend relevant items (e.g., products, movies, music) to users based on their preferences and behaviors.",Recommender systems,mildnet,Tensorflow,0.08,4.0,Proprietary,Apache-2.0 license,,2.736,,4-8 GB,,GPU,1.0,Yes,https://github.com/gofynd/mildnet.git,gofynd,0.0,https://github.com/gofynd/mildnet.git,https://arxiv.org/abs/1903.00905
117,Tabular data," recommend relevant items (e.g., products, movies, music) to users based on their preferences and behaviors.",Recommender systems,ParlAI,PyTorch,8.9,429.0,Open source ,MIT,,1046.0,,8-16 GB,,GPU,1.0,No,N.a,Facebook,1.0,https://github.com/facebookresearch/ParlAI.git,
118,Tabular data," recommend relevant items (e.g., products, movies, music) to users based on their preferences and behaviors.",Recommender systems,PaddleRec,Paddle,3.2,267.0,N.a,Apache-2.0 license,,184.416,,8-16 GB,,GPU,1.0,Yes,https://github.com/PaddlePaddle/PaddleRec.git,PaddlePaddle,1.0,https://github.com/PaddlePaddle/PaddleRec.git,https://arxiv.org/abs/1906.00091
119,Tabular data," recommend relevant items (e.g., products, movies, music) to users based on their preferences and behaviors.",Recommender systems,FuxiCTR,PyTorch,0.3,87.0,Open source,Apache-2.0 license,,0.733,,8-16 GB,,GPU,1.0,Yes,https://github.com/xue-pai/FuxiCTR.git,Xue-p ai,0.0,https://github.com/xue-pai/FuxiCTR.git,https://dl.acm.org/doi/abs/10.1145/3308558.3313497?casa_token=IeLcnqo6AjYAAAAA:ySsAzSyKCx_pm5lm9ORuTmhGZNd221kkTXZg431qcixPQXqrKoAdHJQPuyEAJ0A236LEZcmbW1QtMQ
120,Tabular data,predict future values based on historical patterns.,Forecast (time series forcast),Temporal Fusion Transformers for Interpretable Multi-horizon Time Series Forecasting,Tensorflow,23.6,107.0,Open source,Apache-2.0 license,,345.126,,16-32 GB,,GPU/TPU,1.0,Yes,greatwhiz/tft_tf2: Temporal Fusion Transformers for Tensorflow 2.x (github.com),N.a,0.0,https://github.com/google-research/google-research.git,https://arxiv.org/abs/1912.09363
122,Tabular data,predict future values based on historical patterns.,Forecast (time series forcast),darts,PyTorch,4.3,12.0,Open source,Apache-2.0 license,,102.753,,4-8 GB,,GPU,1.0,Yes,https://github.com/unit8co/darts.git,N.a,0.0,https://github.com/unit8co/darts.git,https://www.jmlr.org/papers/volume23/21-1177/21-1177.pdf
123,Tabular data,predict future values based on historical patterns.,Forecast (time series forcast),gluon-ts,mxnet,2.8,207.0,Open source,Apache-2.0 license,,11.638,,8-16 GB,,GPU,1.0,Yes,https://github.com/awslabs/gluon-ts.git,awslab,1.0,https://github.com/awslabs/gluon-ts.git,https://www.sciencedirect.com/science/article/pii/S0169207021000637
124,Tabular data,predict future values based on historical patterns.,Forecast (time series forcast),qlib,PyTorch,8.8,12.0,Open source,MIT license,,16.068,,16-32 GB,,GPU,1.0,Yes,https://github.com/microsoft/qlib.git,Microsoft ,1.0,https://github.com/microsoft/qlib.git,https://dl.acm.org/doi/abs/10.1145/3459637.3482315?casa_token=iOmNJfagh8MAAAAA:2fIYJLt4krmbGseVpRYNmAwSqnYOqkn4-UOnasGpSJ47s3t7p5gakMRT38e_DE0t2A-JUQIOLWtlzA
125,Tabular data,predict future values based on historical patterns.,Forecast (time series forcast),DCRNN,Tensorflow,0.9,1378.0,Open source,MIT license,,131.01,,8-16 GB,,GPU,1.0,Yes,https://github.com/liyaguang/DCRNN.git,liyaguang,0.0,https://github.com/liyaguang/DCRNN.git,https://arxiv.org/abs/1707.01926
126,Tabular data,predict future values based on historical patterns.,Forecast (time series forcast),pytorch_geometric_temporal,PyTorch,1.6,150.0,Open source,MIT license,,13.758,,8-16 GB,,GPU,1.0,Yes,https://github.com/benedekrozemberczki/pytorch_geometric_temporal.git,Benedekrozemberczki,0.0,https://github.com/benedekrozemberczki/pytorch_geometric_temporal.git,https://proceedings.neurips.cc/paper/2020/hash/ce1aad92b939420fc17005e5461e6f48-Abstract.html
128,Text,perform sentence classification based on papers,Sentence Classification ,Convolutional Neural Networks for Sentence Classification,PyTorch,0.054,490.0,Open source,GPL-3.0,,127.0,,4-8 GB,,GPU,1.0,Yes,N.a,N.a,0.0,https://github.com/davidsbatista/ConvNets-for-Sentence-Classification/tree/master,https://aclanthology.org/D14-1181.pdf
129,Tabular data,predict future values based on historical patterns.,Forecast (time series forcast),DeepCTR,Tensorflow,7.4,42.0,,Apache-2.0 license,,7.462,,8-16 GB,,GPU,1.0,Yes,https://github.com/shenweichen/DeepCTR.git,N.a,0.0,https://github.com/shenweichen/DeepCTR.git,https://arxiv.org/abs/1804.04950
